Wavelength,GDD,Wavelength2,R
1000,246.795288,1070,0.992
1000.14,33.530313,,
1000.28,33.358758,,
1000.42,33.188285,,
1000.56,33.018883,,
1000.7,32.850542,,
1000.84,32.683252,,
1000.98,32.517005,,
1001.12,32.35179,,
1001.26,32.187599,,
1001.4,32.024422,,
1001.54,31.862249,,
1001.68,31.701073,,
1001.82,31.540883,,
1001.96,31.381672,,
1002.1,31.22343,,
1002.24,31.066149,,
1002.38,30.90982,,
1002.52,30.754434,,
1002.66,30.599984,,
1002.8,30.446462,,
1002.94,30.293858,,
1003.08,30.142164,,
1003.22,29.991374,,
1003.36,29.841478,,
1003.5,29.692469,,
1003.64,29.54434,,
1003.78,29.397082,,
1003.92,29.250687,,
1004.06,29.10515,,
1004.2,28.96046,,
1004.34,28.816613,,
1004.48,28.6736,,
1004.62,28.531413,,
1004.76,28.390047,,
1004.9,28.249493,,
1005.04,28.109745,,
1005.18,27.970795,,
1005.32,27.832638,,
1005.46,27.695266,,
1005.6,27.558672,,
1005.74,27.42285,,
1005.88,27.287793,,
1006.02,27.153495,,
1006.16,27.019949,,
1006.3,26.887149,,
1006.44,26.755089,,
1006.58,26.623762,,
1006.72,26.493162,,
1006.86,26.363282,,
1007,26.234118,,
1007.14,26.105662,,
1007.28,25.977909,,
1007.42,25.850854,,
1007.56,25.724489,,
1007.7,25.59881,,
1007.84,25.47381,,
1007.98,25.349485,,
1008.12,25.225827,,
1008.26,25.102833,,
1008.4,24.980496,,
1008.54,24.858811,,
1008.68,24.737772,,
1008.82,24.617375,,
1008.96,24.497613,,
1009.1,24.378482,,
1009.24,24.259977,,
1009.38,24.142091,,
1009.52,24.024821,,
1009.66,23.908161,,
1009.8,23.792107,,
1009.94,23.676652,,
1010.08,23.561793,,
1010.22,23.447525,,
1010.36,23.333842,,
1010.5,23.22074,,
1010.64,23.108214,,
1010.78,22.99626,,
1010.92,22.884873,,
1011.06,22.774048,,
1011.2,22.663781,,
1011.34,22.554067,,
1011.48,22.444902,,
1011.62,22.336282,,
1011.76,22.228202,,
1011.9,22.120657,,
1012.04,22.013644,,
1012.18,21.907159,,
1012.32,21.801196,,
1012.46,21.695752,,
1012.6,21.590823,,
1012.74,21.486405,,
1012.88,21.382493,,
1013.02,21.279084,,
1013.16,21.176173,,
1013.3,21.073757,,
1013.44,20.971831,,
1013.58,20.870393,,
1013.72,20.769437,,
1013.86,20.668961,,
1014,20.56896,,
1014.14,20.469431,,
1014.28,20.370369,,
1014.42,20.271772,,
1014.56,20.173636,,
1014.7,20.075957,,
1014.84,19.978731,,
1014.98,19.881956,,
1015.12,19.785626,,
1015.26,19.68974,,
1015.4,19.594293,,
1015.54,19.499283,,
1015.68,19.404705,,
1015.82,19.310556,,
1015.96,19.216833,,
1016.1,19.123533,,
1016.24,19.030653,,
1016.38,18.938189,,
1016.52,18.846138,,
1016.66,18.754496,,
1016.8,18.663261,,
1016.94,18.57243,,
1017.08,18.481999,,
1017.22,18.391966,,
1017.36,18.302327,,
1017.5,18.213079,,
1017.64,18.124219,,
1017.78,18.035745,,
1017.92,17.947653,,
1018.06,17.85994,,
1018.2,17.772604,,
1018.34,17.685641,,
1018.48,17.59905,,
1018.62,17.512826,,
1018.76,17.426967,,
1018.9,17.341471,,
1019.04,17.256335,,
1019.18,17.171555,,
1019.32,17.087129,,
1019.46,17.003055,,
1019.6,16.91933,,
1019.74,16.835951,,
1019.88,16.752916,,
1020.02,16.670221,,
1020.16,16.587865,,
1020.3,16.505845,,
1020.44,16.424158,,
1020.58,16.342801,,
1020.72,16.261774,,
1020.86,16.181071,,
1021,16.100692,,
1021.14,16.020635,,
1021.28,15.940895,,
1021.42,15.861472,,
1021.56,15.782362,,
1021.7,15.703564,,
1021.84,15.625075,,
1021.98,15.546892,,
1022.12,15.469014,,
1022.26,15.391438,,
1022.4,15.314162,,
1022.54,15.237183,,
1022.68,15.1605,,
1022.82,15.08411,,
1022.96,15.008011,,
1023.1,14.9322,,
1023.24,14.856677,,
1023.38,14.781438,,
1023.52,14.706481,,
1023.66,14.631804,,
1023.8,14.557406,,
1023.94,14.483283,,
1024.08,14.409435,,
1024.22,14.335859,,
1024.36,14.262552,,
1024.5,14.189514,,
1024.64,14.116741,,
1024.78,14.044233,,
1024.92,13.971986,,
1025.06,13.899999,,
1025.2,13.828271,,
1025.34,13.756798,,
1025.48,13.68558,,
1025.62,13.614614,,
1025.76,13.543899,,
1025.9,13.473432,,
1026.04,13.403212,,
1026.18,13.333237,,
1026.32,13.263506,,
1026.46,13.194015,,
1026.6,13.124764,,
1026.74,13.05575,,
1026.88,12.986973,,
1027.02,12.918429,,
1027.16,12.850118,,
1027.3,12.782038,,
1027.44,12.714187,,
1027.58,12.646563,,
1027.72,12.579164,,
1027.86,12.51199,,
1028,12.445038,,
1028.14,12.378306,,
1028.28,12.311793,,
1028.42,12.245497,,
1028.56,12.179418,,
1028.7,12.113552,,
1028.84,12.047898,,
1028.98,11.982456,,
1029.12,11.917223,,
1029.26,11.852197,,
1029.4,11.787378,,
1029.54,11.722763,,
1029.68,11.658352,,
1029.82,11.594142,,
1029.96,11.530132,,
1030.1,11.466321,,
1030.24,11.402707,,
1030.38,11.339288,,
1030.52,11.276064,,
1030.66,11.213032,,
1030.8,11.150191,,
1030.94,11.087541,,
1031.08,11.025078,,
1031.22,10.962803,,
1031.36,10.900713,,
1031.5,10.838807,,
