Wavelength,GDD,Wavelength2,R
1071.82,0.444691,,
1071.96,0.400477,,
1072.1,0.356274,,
1072.24,0.31208,,
1072.38,0.267893,,
1072.52,0.223719,,
1072.66,0.179512,,
1072.8,0.179512,,
1072.94,0.091236,,
1073.08,0.047085,,
1073.22,0.002944,,
1073.36,-0.041191,,
1073.5,-0.085321,,
1073.64,-0.129445,,
1073.78,-0.173564,,
1073.92,-0.217679,,
1074.06,-0.26179,,
1074.2,-0.305898,,
1074.34,-0.350002,,
1074.48,-0.394104,,
1074.62,-0.438203,,
1074.76,-0.4823,,
1074.9,-0.526395,,
1075.04,-0.57049,,
1075.18,-0.614583,,
1075.32,-0.658676,,
1075.46,-0.702769,,
1075.6,-0.746862,,
1075.74,-0.790956,,
1075.88,-0.835052,,
1076.02,-0.879148,,
1076.16,-0.923247,,
1076.3,-0.967348,,
1076.44,-1.011451,,
1076.58,-1.055558,,
1076.72,-1.099667,,
1076.86,-1.143781,,
1077,-1.187899,,
1077.14,-1.232021,,
1077.28,-1.276148,,
1077.42,-1.320281,,
1077.56,-1.364419,,
1077.7,-1.408563,,
1077.84,-1.452714,,
1077.98,-1.496872,,
1078.12,-1.541036,,
1078.26,-1.585208,,
1078.4,-1.629389,,
1078.54,-1.673577,,
1078.68,-1.717774,,
1078.82,-1.76198,,
1078.96,-1.806196,,
1079.1,-1.850421,,
1079.24,-1.894656,,
1079.38,-1.938902,,
1079.52,-1.983159,,
1079.66,-2.027427,,
1079.8,-2.071707,,
1079.94,-2.115999,,
1080.08,-2.160303,,
1080.22,-2.20462,,
1080.36,-2.248949,,
1080.5,-2.293293,,
1080.64,-2.33765,,
1080.78,-2.382022,,
1080.92,-2.426408,,
1081.06,-2.470809,,
1081.2,-2.515225,,
1081.34,-2.559657,,
1081.48,-2.604105,,
1081.62,-2.648569,,
1081.76,-2.693051,,
1081.9,-2.737549,,
1082.04,-2.782065,,
1082.18,-2.826599,,
1082.32,-2.871151,,
1082.46,-2.915722,,
1082.6,-2.960311,,
1082.74,-3.004921,,
1082.88,-3.049549,,
1083.02,-3.094198,,
1083.16,-3.138868,,
1083.3,-3.183558,,
1083.44,-3.22827,,
1083.58,-3.273003,,
1083.72,-3.317758,,
1083.86,-3.362536,,
1084,-3.407336,,
1084.14,-3.452159,,
1084.28,-3.497006,,
1084.42,-3.541876,,
1084.56,-3.586771,,
1084.7,-3.631691,,
1084.84,-3.676635,,
1084.98,-3.721605,,
1085.12,-3.7666,,
1085.26,-3.811622,,
1085.4,-3.85667,,
1085.54,-3.901745,,
1085.68,-3.946847,,
1085.82,-3.991977,,
1085.96,-4.037134,,
1086.1,-4.08232,,
1086.24,-4.127535,,
1086.38,-4.172779,,
1086.52,-4.218053,,
1086.66,-4.263356,,
1086.8,-4.30869,,
1086.94,-4.354055,,
1087.08,-4.39945,,
1087.22,-4.444877,,
1087.36,-4.490336,,
1087.5,-4.535827,,
1087.64,-4.581351,,
1087.78,-4.626908,,
1087.92,-4.672498,,
1088.06,-4.718122,,
1088.2,-4.76378,,
1088.34,-4.809473,,
1088.48,-4.855201,,
1088.62,-4.900964,,
1088.76,-4.946763,,
1088.9,-4.992599,,
1089.04,-5.03847,,
1089.18,-5.084379,,
1089.32,-5.130326,,
1089.46,-5.17631,,
1089.6,-5.222332,,
1089.74,-5.268393,,
1089.88,-5.314493,,
1090.02,-5.360633,,
1090.16,-5.406812,,
1090.3,-5.453032,,
1090.44,-5.499292,,
1090.58,-5.545594,,
1090.72,-5.591937,,
1090.86,-5.638322,,
1091,-5.684749,,
1091.14,-5.731219,,
1091.28,-5.777732,,
1091.42,-5.824289,,
1091.56,-5.870891,,
1091.7,-5.917536,,
1091.84,-5.964227,,
1091.98,-6.010962,,
1092.12,-6.057744,,
1092.26,-6.104572,,
1092.4,-6.151447,,
1092.54,-6.198368,,
1092.68,-6.245337,,
1092.82,-6.292354,,
1092.96,-6.33942,,
1093.1,-6.386534,,
1093.24,-6.433698,,
1093.38,-6.480911,,
1093.52,-6.528175,,
1093.66,-6.575489,,
1093.8,-6.622855,,
1093.94,-6.670272,,
1094.08,-6.717741,,
1094.22,-6.765262,,
1094.36,-6.812836,,
1094.5,-6.860464,,
1094.64,-6.908146,,
1094.78,-6.955882,,
1094.92,-7.003672,,
1095.06,-7.051518,,
1095.2,-7.09942,,
1095.34,-7.147377,,
1095.48,-7.195392,,
1095.62,-7.243464,,
1095.76,-7.291593,,
1095.9,-7.33978,,
1096.04,-7.388026,,
1096.18,-7.436331,,
1096.32,-7.484696,,
1096.46,-7.53312,,
1096.6,-7.581605,,
1096.74,-7.630151,,
1096.88,-7.678759,,
1097.02,-7.727428,,
1097.16,-7.77616,,
1097.3,-7.824955,,
1097.44,-7.873814,,
1097.58,-7.922737,,
1097.72,-7.971724,,
1097.86,-8.020776,,
1098,-8.069894,,
1098.14,-8.119077,,
1098.28,-8.168327,,
1098.42,-8.217645,,
1098.56,-8.26703,,
1098.7,-8.316483,,
1098.84,-8.366004,,
1098.98,-8.415595,,
1099.12,-8.465256,,
1099.26,-8.514987,,
1099.4,-8.564788,,
1099.54,-8.614661,,
1099.68,-8.664605,,
1099.82,-8.714622,,
1099.96,-8.764712,,
1100.1,-8.814876,,
1100.24,-8.865113,,
1100.38,-8.915425,,
1100.52,-8.965812,,
1100.66,-9.016274,,
1100.8,-9.066813,,
1100.94,-9.117429,,
1101.08,-9.168122,,
1101.22,-9.218893,,
1101.36,-9.269742,,
1101.5,-9.32067,,
1101.64,-9.371678,,
1101.78,-9.422767,,
1101.92,-9.473935,,
1102.06,-9.525186,,
1102.2,-9.576518,,
1102.34,-9.627932,,
1102.48,-9.67943,,
1102.62,-9.731011,,
1102.76,-9.782677,,
1102.9,-9.834427,,
1103.04,-9.886263,,
1103.18,-9.938185,,
1103.32,-9.990194,,
1103.46,-10.042289,,
1103.6,-10.094473,,
1103.74,-10.146745,,
1103.88,-10.199107,,
1104.02,-10.251557,,
1104.16,-10.304099,,
1104.3,-10.356731,,
1104.44,-10.409455,,
1104.58,-10.462271,,
1104.72,-10.515179,,
1104.86,-10.568181,,
1105,-10.621278,,
1105.14,-10.674469,,
1105.28,-10.727755,,
1105.42,-10.781137,,
1105.56,-10.834616,,
1105.7,-10.888193,,
1105.84,-10.941867,,
1105.98,-10.99564,,
1106.12,-11.049512,,
1106.26,-11.103484,,
1106.4,-11.157556,,
1106.54,-11.21173,,
1106.68,-11.266006,,
1106.82,-11.320385,,
1106.96,-11.374866,,
1107.1,-11.429452,,
1107.24,-11.484142,,
1107.38,-11.538937,,
1107.52,-11.593839,,
1107.66,-11.648847,,
1107.8,-11.703963,,
1107.94,-11.759187,,
1108.08,-11.814519,,
1108.22,-11.869961,,
1108.36,-11.925513,,
1108.5,-11.981176,,
1108.64,-12.036951,,
1108.78,-12.092838,,
1108.92,-12.148838,,
1109.06,-12.204952,,
1109.2,-12.26118,,
1109.34,-12.317524,,
1109.48,-12.373983,,
1109.62,-12.430559,,
1109.76,-12.487253,,
1109.9,-12.544065,,
1110.04,-12.600996,,
1110.18,-12.658046,,
1110.32,-12.715217,,
1110.46,-12.772509,,
1110.6,-12.829923,,
1110.74,-12.887459,,
1110.88,-12.94512,,
1111.02,-13.002904,,
1111.16,-13.060813,,
1111.3,-13.118848,,
1111.44,-13.17701,,
1111.58,-13.235299,,
1111.72,-13.293716,,
1111.86,-13.352262,,
1112,-13.410938,,
1112.14,-13.469745,,
1112.28,-13.528682,,
1112.42,-13.587752,,
1112.56,-13.646955,,
1112.7,-13.706292,,
1112.84,-13.765763,,
1112.98,-13.825369,,
1113.12,-13.885112,,
1113.26,-13.944991,,
1113.4,-14.005009,,
1113.54,-14.065165,,
1113.68,-14.125461,,
1113.82,-14.185898,,
1113.96,-14.246475,,
1114.1,-14.307195,,
1114.24,-14.368057,,
1114.38,-14.429064,,
1114.52,-14.490215,,
1114.66,-14.551511,,
1114.8,-14.612954,,
1114.94,-14.674545,,
1115.08,-14.736283,,
1115.22,-14.798171,,
1115.36,-14.860208,,
1115.5,-14.922396,,
1115.64,-14.984736,,
1115.78,-15.047229,,
1115.92,-15.109875,,
1116.06,-15.172675,,
1116.2,-15.235632,,
1116.34,-15.298744,,
1116.48,-15.362013,,
1116.62,-15.425441,,
1116.76,-15.489027,,
1116.9,-15.552774,,
1117.04,-15.616682,,
1117.18,-15.680751,,
1117.32,-15.744983,,
1117.46,-15.809379,,
1117.6,-15.87394,,
1117.74,-15.938666,,
1117.88,-16.00356,,
1118.02,-16.06862,,
1118.16,-16.13385,,
1118.3,-16.199248,,
1118.44,-16.264818,,
1118.58,-16.330559,,
1118.72,-16.396473,,
1118.86,-16.46256,,
1119,-16.528822,,
1119.14,-16.595259,,
1119.28,-16.661873,,
1119.42,-16.728665,,
1119.56,-16.795635,,
1119.7,-16.862785,,
1119.84,-16.930116,,
1119.98,-16.997628,,
1120.12,-17.065323,,
1120.26,-17.133202,,
1120.4,-17.201266,,
1120.54,-17.269516,,
1120.68,-17.337953,,
1120.82,-17.406578,,
1120.96,-17.475392,,
1121.1,-17.544397,,
1121.24,-17.613593,,
1121.38,-17.682981,,
1121.52,-17.752563,,
1121.66,-17.822339,,
1121.8,-17.892312,,
1121.94,-17.962481,,
1122.08,-18.032848,,
1122.22,-18.103414,,
1122.36,-18.174181,,
1122.5,-18.245149,,
1122.64,-18.316319,,
1122.78,-18.387693,,
1122.92,-18.459272,,
1123.06,-18.531057,,
1123.2,-18.603049,,
1123.34,-18.675249,,
1123.48,-18.747659,,
1123.62,-18.82028,,
1123.76,-18.893113,,
1123.9,-18.966158,,
1124.04,-19.039418,,
1124.18,-19.112894,,
1124.32,-19.186586,,
1124.46,-19.260496,,
1124.6,-19.334626,,
1124.74,-19.408975,,
1124.88,-19.483547,,
1125.02,-19.558341,,
1125.16,-19.63336,,
1125.3,-19.708604,,
1125.44,-19.784074,,
1125.58,-19.859773,,
1125.72,-19.935701,,
1125.86,-20.011859,,
1126,-20.088249,,
1126.14,-20.164873,,
1126.28,-20.24173,,
1126.42,-20.318824,,
1126.56,-20.396155,,
1126.7,-20.473723,,
1126.84,-20.551532,,
1126.98,-20.629582,,
1127.12,-20.707874,,
1127.26,-20.786411,,
1127.4,-20.865192,,
1127.54,-20.94422,,
1127.68,-21.023496,,
1127.82,-21.103021,,
1127.96,-21.182796,,
1128.1,-21.262824,,
1128.24,-21.343106,,
1128.38,-21.423642,,
1128.52,-21.504435,,
1128.66,-21.585485,,
1128.8,-21.666795,,
1128.94,-21.748366,,
1129.08,-21.830198,,
1129.22,-21.912294,,
1129.36,-21.994656,,
1129.5,-22.077284,,
1129.64,-22.16018,,
1129.78,-22.243345,,
1129.92,-22.326782,,
1130.06,-22.410491,,
1130.2,-22.494474,,
1130.34,-22.578733,,
1130.48,-22.663269,,
1130.62,-22.748084,,
1130.76,-22.833179,,
1130.9,-22.918556,,
1131.04,-23.004217,,
1131.18,-23.090162,,
1131.32,-23.176395,,
1131.46,-23.262915,,
1131.6,-23.349725,,
1131.74,-23.436827,,
1131.88,-23.524221,,
1132.02,-23.611911,,
1132.16,-23.699897,,
1132.3,-23.78818,,
1132.44,-23.876764,,
1132.58,-23.965649,,
1132.72,-24.054837,,
1132.86,-24.144329,,
1133,-24.234129,,
1133.14,-24.324236,,
1133.28,-24.414653,,
1133.42,-24.505382,,
1133.56,-24.596425,,
1133.7,-24.687782,,
1133.84,-24.779457,,
1133.98,-24.87145,,
1134.12,-24.963763,,
1134.26,-25.056399,,
1134.4,-25.149359,,
1134.54,-25.242645,,
1134.68,-25.336259,,
1134.82,-25.430202,,
1134.96,-25.524476,,
1135.1,-25.619084,,
1135.24,-25.714027,,
1135.38,-25.809308,,
1135.52,-25.904927,,
1135.66,-26.000887,,
1135.8,-26.097189,,
1135.94,-26.193837,,
1136.08,-26.290831,,
1136.22,-26.388174,,
1136.36,-26.485867,,
1136.5,-26.583913,,
1136.64,-26.682313,,
1136.78,-26.78107,,
1136.92,-26.880185,,
1137.06,-26.979661,,
